,school_name,city,state,website,directory
50,bluffton high school,bluffton,ohio,https://hs.blufftonschools.org/,https://www.blufftonschools.org/staff
51,bennett high school,bennett,colorado,https://hs.bsd29j.com/,https://hs.bsd29j.com/apps/staff/
52,brownstown central high school,brownstown,indiana,https://hs.btownccs.k12.in.us/,https://hs.btownccs.k12.in.us/students-parents/faculty-directory
53,caldwell high school,caldwell,texas,https://hs.caldwellschools.net/,https://hs.caldwellschools.net/apps/staff/
54,california high school,california,missouri,https://hs.californiak12.org/,https://hs.californiak12.org/apps/staff/
55,california area senior high school,coal center,pennsylvania,https://hs.calsd.org/,https://www.calsd.org/apps/staff/
56,capitan high,capitan,new mexico,https://hs.capitantigers.org/,https://hs.capitantigers.org/Our_Staff
57,cedarville high school,cedarville,arkansas,https://hs.cedarvilleschools.org/o/chs,https://www.cedarvilleschools.org/staff
58,central high school,pollok,texas,https://hs.centralisd.com/,https://www.centralisd.com/apps/staff/
59,chichester senior high school,boothwyn,pennsylvania,https://hs.chichestersd.org/,https://hs.chichestersd.org/m/pages/index.jsp?uREC_ID=300653&type=d
60,chapel hill high school,mount pleasant,texas,https://hs.chisddevils.com/,https://hs.chisddevils.com/26010_1
61,callisburg high school,callisburg,texas,https://hs.cisdtx.net/,https://cisdtx.net/308571_2
62,clinton senior high school,clinton,massachusetts,https://hs.clinton.k12.ma.us/,https://hs.clinton.k12.ma.us/apps/staff/
63,castle rock high school,castle rock,washington,https://hs.crschools.org/,https://www.crschools.org/parents/staff_directory
64,conemaugh township area mssenior high school,davidsville,pennsylvania,https://hs.ctasd.org/,https://hs.ctasd.org/Faculty-and-Staff
65,cumberland high school,tyler,texas,https://hs.cumberlandacademy.com/,https://www.cumberlandacademy.com/apps/staff/
66,curwensville area juniorsenior high school,curwensville,pennsylvania,https://hs.curwensville.org/en,https://hs.curwensville.org/en/staff
67,cuyahoga hts high school,cleveland,ohio,https://hs.cuyhts.org/,https://hs.cuyhts.org/apps/pages/index.jsp?uREC_ID=2324406&type=d&pREC_ID=2213861&tota11y=true
68,chartiers valley high school,bridgeville,pennsylvania,https://hs.cvsd.net/,https://hs.cvsd.net/about-cvhs/directory
69,delphi community high school,delphi,indiana,https://hs.delphi.k12.in.us/,https://hs.delphi.k12.in.us/staff_directory
70,dexter high school,dexter,new mexico,https://hs.dexterdemons.org/,http://www.dexterdemons.org/staff_directory
71,dinwiddie high school,dinwiddie,virginia,https://hs.dinwiddie.k12.va.us/,https://hs.dinwiddie.k12.va.us/staff/
72,detroit lakes senior high school,detroit lakes,minnesota,https://hs.dlschools.net/,https://hs.dlschools.net/about-us/staff-directory
73,dike new hartford high school,dike,iowa,https://hs.dnhcsd.org/en-US,https://hs.dnhcsd.org/en-US/staff
74,dover high school,dover plains,new york,https://hs.doverschools.org/,https://hs.doverschools.org/staff?page_no=1
75,dryden high school,dryden,new york,https://hs.dryden.k12.ny.us/,https://hs.dryden.k12.ny.us/staff_directory
76,durand area high school,durand,michigan,https://hs.durand.k12.mi.us/,https://hs.durand.k12.mi.us/apps/staff/
77,east noble high school,kendallville,indiana,https://hs.eastnoble.net/,https://hs.eastnoble.net/staff
78,enosburg falls juniorsenior high school,enosburg falls,vermont,https://hs.ehornets.org/,https://hs.ehornets.org/apps/staff/
79,elk city high school,elk city,oklahoma,https://hs.elkcityschools.com/,https://hs.elkcityschools.com/195088_2?personID=163597
80,floresville high school,floresville,texas,https://hs.fisd.us/,https://hs.fisd.us/apps/staff/
81,forsyth high,forsyth,missouri,https://hs.forsythpanthers.org/,https://hs.forsythpanthers.org/staff_directory
82,forsyth high school,forsyth,missouri,https://hs.forsythpanthers.org/,https://hs.forsythpanthers.org/staff_directory
83,fouke high school,fouke,arkansas,https://hs.foukepanthers.org/,https://hs.foukepanthers.org/113850_2
84,fountain hills high school,fountain hills,arizona,https://hs.fountainhillsschools.org/,https://hs.fountainhillsschools.org/m/staff/
85,franklin towne charter high school,philadelphia,pennsylvania,https://hs.franklintowne.org,https://hs.franklintowne.org/staff
86,friona high school,friona,texas,https://hs.frionaisd.com/,https://www.frionaisd.com/65881_2
87,greater nanticoke area senior high school,nanticoke,pennsylvania,https://hs.gnasd.com/,http://www.gnasd.com/staff_directory
88,godwin heights senior high school,grand rapids,michigan,https://hs.godwinschools.org/,https://hs.godwinschools.org/apps/staff/
89,goliad high school,goliad,texas,https://hs.goliadisd.org/o/ghs,https://www.goliadisd.org/579724_3
90,grant high school,grant,michigan,https://hs.grantps.net/,https://hs.grantps.net/Staff
91,greeneview high school,jamestown,ohio,https://hs.greeneview.org/,https://www.greeneview.org/staff
92,groesbeck high school,groesbeck,texas,https://hs.groesbeckisd.net/,https://hs.groesbeckisd.net/53917_2
93,gateway science academy st louis middle and high school,saint louis,missouri,https://hs.gsastl.org/,https://south.gsastl.org/apps/staff/
94,granger high school,granger,washington,https://hs.gsd.wednet.edu/,https://hs.gsd.wednet.edu/apps/staff/
95,susquehanna twp high school,harrisburg,pennsylvania,https://hs.hannasd.org/,https://www.hannasd.org/our-district/staff-directory
96,harper creek high school,battle creek,michigan,https://hs.harpercreek.net/,https://harpercreek.ss7.sharpschool.com/staff_directory
97,hastings high school,hastings,michigan,https://hs.hassk12.org/,https://hs.hassk12.org/apps/staff/
98,hatch valley high school,hatch,new mexico,https://hs.hatchschools.net/,https://hs.hatchschools.net/staff
99,hicksville high school,hicksville,new york,https://hs.hicksvillepublicschools.org/,https://cdnsm5-ss19.sharpschool.com/UserFiles/Servers/Server_136831/File/Faculty%20&%20Staff%20Lists/Staff%20Directory%209-19-19.pdf
100,hoosac valley middle and high school,cheshire,massachusetts,https://hs.hoosacvalley.org/,https://www.hoosacvalley.org/staff-resources
101,highland park high school,dallas,texas,https://hs.hpisd.org/,https://hs.hpisd.org/apps/staff/
102,hancock sr high school,st louis,missouri,https://hs.hpsd.school/o/hhs,https://sd.hancock.k12.mo.us/
103,hartford high school,hartford,michigan,https://hs.hpsmi.org/,https://hs.hpsmi.org/apps/staff/
104,bradshaw mountain high school,prescott valley,arizona,https://hs.humboldtunified.com/,https://hs.humboldtunified.com/m/staff/
105,johnson city high school,johnson city,new york,https://hs.jcschools.com/,https://hs.jcschools.com/staff
106,jeannette high school,jeannette,pennsylvania,https://hs.jeannetteschooldistrict.org/,https://hs.jeannetteschooldistrict.org/apps/staff/
107,jeff davis high school,hazlehurst,georgia,https://hs.jeff-davis.k12.ga.us/,https://www.jeff-davis.k12.ga.us/apps/staff/
108,jericho high school,jericho,new york,https://hs.jerichoschools.org/,https://www.jerichoschools.org/contact-us/administrative-directory
109,johnson county high school,wrightsville,georgia,https://hs.johnson.k12.ga.us/,https://hs.johnson.k12.ga.us/about-us/staff-directory
110,knox community high school,knox,indiana,https://hs.knox.k12.in.us/,https://hs.knox.k12.in.us/staff_directory
111,lampeter strasburg high school,lampeter,pennsylvania,https://hs.l-spioneers.org/,https://hs.l-spioneers.org/school-information/staff-directory
112,lackawanna high school,lackawanna,new york,https://hs.lackawannaschools.org/,https://ms.lackawannaschools.org/o/lhs/staff
113,la feria high school,la feria,texas,https://hs.laferiaisd.org/,http://www.laferiaisd.org/our_district/lfisd_district_and_campus_directory
114,lamar high school,lamar,colorado,https://hs.lamarschools.org/,https://hs.lamarschools.org/apps/staff/
115,lamar high school,lamar,arkansas,https://hs.lamarwarriors.org/,https://www.lamarwarriors.org/177732_2
116,liberty eylau high school,texarkana,texas,https://hs.leisd.net/,https://hs.leisd.net/12415_1
117,little falls senior high school,little falls,minnesota,https://hs.lfalls.k12.mn.us/,https://hs.lfalls.k12.mn.us/about/staff-directory
118,locust grove high school,locust grove,oklahoma,https://hs.lg.k12.ok.us/,https://hs.lg.k12.ok.us/112195_2
119,llano high school,llano,texas,https://hs.llanoisd.org/,https://hs.llanoisd.org/apps/staff/
120,logan rogersville high school,rogersville,missouri,https://hs.logrog.net/,https://www.logrog.net/453963_3
121,lorena high school,lorena,texas,https://hs.lorenaisd.net/,https://hs.lorenaisd.net/apps/staff/
122,luling high school,luling,texas,https://hs.luling.txed.net/,https://www.luling.txed.net/staff
123,marsing high school,marsing,idaho,https://hs.marsingschools.org/o/mhs,https://hs.marsingschools.org/o/mhs/page/staff
124,maysville jrsr high school,maysville,missouri,https://hs.maysville.k12.mo.us/,https://hs.maysville.k12.mo.us/staff_directory
125,midwest central high school,manito,illinois,https://hs.midwestcentral.org/,https://hs.midwestcentral.org/staff
126,millbury juniorsenior high school,millbury,massachusetts,https://hs.millburyschools.org/,https://hs.millburyschools.org/about-mmjshs/e-mail-directory
127,mountain lakes high school,mountain lakes,new jersey,https://hs.mlschools.org/,https://hs.mlschools.org/our_school/about_mlhs_contact_info/staff_directory
128,michigan math and science academy,warren,michigan,https://hs.mmsaonline.org/,https://hs.mmsaonline.org/apps/staff/
129,mobridge high school,mobridge,south dakota,https://hs.mobridge-pollock.k12.sd.us/o/mphs,https://www.mobridge-pollock.k12.sd.us/staff?page_no=4
130,moody high school,moody,texas,https://hs.moodyisd.org/,https://hs.moodyisd.org/apps/staff/
131,mount pleasant high school,mount pleasant,iowa,https://hs.mtpcsd.org/,https://hs.mtpcsd.org/apps/pages/index.jsp?uREC_ID=1381129&type=d&pREC_ID=1563026
132,mt vernon high school,mount vernon,texas,https://hs.mtvernonisd.net/,https://www.mtvernonisd.net/345488_2
133,north branch high school,north branch,michigan,https://hs.nbbroncos.net/,https://hs.nbbroncos.net/about-nbhs/directory
134,new boston high school,new boston,texas,https://hs.nbschools.net/,https://hs.nbschools.net/277116_2?offset=12&ppl=2
135,north college hill high school,cincinnati,ohio,https://hs.nchcityschools.org/,https://hs.nchcityschools.org/apps/staff/
136,northern cambria high school,northern cambria,pennsylvania,https://hs.ncsd.k12.pa.us/,https://www.ncsd.k12.pa.us/
137,neptune high school,neptune,new jersey,https://hs.neptuneschools.org/,https://hs.neptuneschools.org/m/staff/
138,norwood high school,norwood,ohio,https://hs.norwoodschools.org/,https://hs.norwoodschools.org/about-us/staff-directory
139,old forge juniorsenior high school,old forge,pennsylvania,https://hs.ofsd.cc/en,https://ofsd.cc/en/staff
140,parkrose high school,portland,oregon,https://hs.parkrose.k12.or.us/,https://hs.parkrose.k12.or.us/staff?query=parkrose%20high
141,pcm high school,monroe,iowa,https://hs.pcmschools.org/,https://hs.pcmschools.org/apps/staff/
142,pequannock township high school,pompton plains,new jersey,https://hs.pequannock.org/,https://hs.pequannock.org/about/directory
143,philadelphia high school,philadelphia,mississippi,https://hs.phillytornadoes.com/,https://www.phillytornadoes.com/apps/staff/
144,platte valley high school,kersey,colorado,https://hs.plattevalley.k12.co.us/,https://hs.pvre7.org/en/staff
145,platteville high school,platteville,wisconsin,https://hs.platteville.k12.wi.us/,https://ppswi.us/www.platteville.k12.wi.us/schools/high/academics/hs_StaffDirectory.cfm%3Flastname=&firstname=&groupid=&positiontitle=&maxrows=50&dosearch=1&sortby=group&startrow=51.html
146,poplar bluff high school,poplar bluff,missouri,https://hs.poplarbluffschools.net/,https://hs.poplarbluffschools.net/about_our_school/staff_directory
147,west texas high school,stinnett,texas,https://hs.pspcisd.net/,https://hs.pspcisd.net/20599_2
148,union city community jrsr high school,union city,indiana,https://hs.resc.k12.in.us/,https://hs.resc.k12.in.us/apps/staff/
149,blairsville senior high school,blairsville,pennsylvania,https://hs.rivervalleysd.org/,https://www.rivervalleysd.org/
150,rockdale high school,rockdale,texas,https://hs.rockdaleisd.net/,https://hs.rockdaleisd.net/our-staff
151,roselle park high school,roselle park,new jersey,https://hs.rpsd.org/,https://hs.rpsd.org/
152,river valley high school,caledonia,ohio,https://hs.rvk12.org/,https://www.rvk12.org/our-district/staff-directory
153,san augustine high school,san augustine,texas,https://hs.saisd.us/,https://hs.saisd.us/apps/staff/
154,st bernard elmwood place high school,saint bernard,ohio,https://hs.sbepschools.org/,https://www.sbepschools.org/contact_us/staff_directory
155,south milwaukee high school,south milwaukee,wisconsin,https://hs.sdsm.k12.wi.us/,https://hs.sdsm.k12.wi.us/staff_directory
156,south hamilton middle and high school,jewell,iowa,https://hs.shhawks.net/en-US,https://hs.shhawks.net/en-US/staff
157,show low high school,show low,arizona,https://hs.showlow.education/,https://hs.showlow.education/staff/?page_no=4
158,south hunterdon high school,lambertville,new jersey,https://hs.shrsd.org/,https://hs.shrsd.org/staff_directory
159,san lorenzo valley high school,felton,california,https://hs.slvusd.org/,https://hs.slvusd.org/apps/pages/index.jsp?uREC_ID=1104252&type=d&pREC_ID=1400696
160,smethport area juniorsenior high school,smethport,pennsylvania,https://hs.smethportschools.com/,https://hs.smethportschools.com/Our-Staff
161,southbridge high school,southbridge,massachusetts,https://hs.southbridgepublic.org/,https://hs.southbridgepublic.org/apps/pages/index.jsp?uREC_ID=2062241&type=d
162,springfield high school,springfield,vermont,https://hs.ssdvt.org/,https://hs.ssdvt.org/apps/staff/
163,swartz creek high school,swartz creek,michigan,https://hs.swartzcreek.org/,https://hs.swartzcreek.org/
164,south western senior high school,hanover,pennsylvania,https://hs.swsd.k12.pa.us/,https://hs.swsd.k12.pa.us/staff_directory/staff_directory
165,taft high school,taft,texas,https://hs.taftisd.net/,https://hs.taftisd.net/apps/staff/
166,timpson high school,timpson,texas,https://hs.timpsonisd.com/en-US,https://hs.timpsonisd.com/en-US/staff
167,tonasket high school,tonasket,washington,https://hs.tonasket.wednet.edu/,https://hs.tonasket.wednet.edu/contact_us/staff_directory
168,upper lake high school,upper lake,california,https://hs.ulusd.org/,https://hs.ulusd.org/m/staff/
169,urbana high school,urbana,ohio,https://hs.urbanacityschools.org/,https://edu.fcps.org/uhs/staff
170,arkansas city high school,arkansas city,kansas,https://hs.usd470.com/,https://hs.usd470.com/14371_1
171,west carroll high school,savanna,illinois,https://hs.wc314.org/,https://hs.wc314.org/apps/staff/
172,wellston high school,wellston,ohio,https://hs.wcs.k12.oh.us/,https://hs.wcs.k12.oh.us/district/directory.jsp
173,western heights high school,oklahoma city,oklahoma,https://hs.westernheights.k12.ok.us/,https://www.westernheights.k12.ok.us/staff
174,west high school,west,texas,https://hs.westisd.net/apps/staff/,https://hs.westisd.net/apps/staff/
175,westville high school,westville,indiana,https://hs.westville.k12.in.us/,https://hs.westville.k12.in.us/faculty/staff_directory
176,westwood high school,palestine,texas,https://hs.westwoodisd.net/,https://westwood.roundrockisd.org/directory/
177,whitesboro high school,whitesboro,texas,https://hs.whitesboroisd.org/,https://hs.whitesboroisd.org/m/staff/
178,west lafayette jrsr high school,west lafayette,indiana,https://hs.wl.k12.in.us/,https://hs.wl.k12.in.us/contact/faculty-directory
179,west orange stark high school,orange,texas,https://hs.woccisd.net/,https://hs.woccisd.net/apps/staff/
180,west platte high school,weston,missouri,https://hs.wpsd.net/,https://www.wpsd.net/district/directory
181,white river valley high school,switz city,indiana,https://hs.wrv.k12.in.us/,https://hs.wrv.k12.in.us/about_us/staff
182,west valley high school,yakima,washington,https://hs.wvsd208.org/,https://hs.wvsd208.org/contact
183,yamhill carlton high school,yamhill,oregon,https://hs.ycsd.k12.or.us/,https://hs.ycsd.k12.or.us/staff_directory
184,high school of contemporary arts,bronx,new york,https://hs544x.echalksites.com/,https://hs544x.echalksites.com/directory/faculty
185,harmony science academy dallas,dallas,texas,https://hsadallas.harmonytx.org/,https://hsadallas.harmonytx.org/staff/staff-quicklinks
186,harmony science academy houston,houston,texas,https://hsahouston.harmonytx.org/,https://hsahouston.harmonytx.org/staff/staff-quicklinks
187,harmony science academy north austin,pflugerville,texas,https://hsapflugerville.harmonytx.org/,https://hsapflugerville.harmonytx.org/staff/staff-quicklinks
188,harmony science academy,san antonio,texas,https://hsasa.harmonytx.org/,https://hsasa.harmonytx.org/staff/staff-quicklinks
189,burlington city high school,burlington,new jersey,https://hsbc.burlington-nj.net/,https://hsbc.burlington-nj.net/apps/staff/
190,high school of commerce,springfield,massachusetts,https://hscommerce.org/,https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=02810510&orgtypecode=6&leftNavId=122&
191,harmony school of discovery houston,houston,texas,https://hsdhouston.harmonytx.org/,https://hsdhouston.harmonytx.org/staff/staff-quicklinks
192,harmony school of excellence,austin,texas,https://hseaustin.harmonytx.org/,https://hseaustin.harmonytx.org/staff/staff-quicklinks
193,harmony school of excelence dallas,dallas,texas,https://hsedallas.harmonytx.org/staff-directory/,https://hsedallas.harmonytx.org/staff/staff-quicklinks
194,harmony school of excellence laredo,laredo,texas,https://hselaredo.harmonytx.org/,https://hselaredo.harmonytx.org/staff/staff-quicklinks
195,carver high school,philadelphia,pennsylvania,https://hses.philasd.org,https://hses.philasd.org/staff/
196,high school for language and diplomacy,new york,new york,https://hsflad.enschool.org/,https://www.schools.nyc.gov/schools/M399
197,high school of hospitality management,new york,new york,https://hshm.ss6.sharpschool.com/,https://www.schools.nyc.gov/schools/M296
198,harlingen school of health professions,harlingen,texas,https://hshp.hcisd.org/,https://hshp.hcisd.org/apps/staff/
199,henry snyder high school,jersey city,new jersey,https://hshs.jcboe.org/,https://hshs.jcboe.org/apps/staff/
200,harmony school of innovation brownsville,brownsville,texas,https://hsibrownsville.harmonytx.org/,https://hsibrownsville.harmonytx.org/staff/staff-quicklinks
201,harmony school of innovation dallas,dallas,texas,https://hsidallas.harmonytx.org/,https://hsidallas.harmonytx.org/staff/staff-quicklinks
202,harmony school of innovation fort worth,fort worth,texas,https://hsifortworth.harmonytx.org/,https://hsifortworth.harmonytx.org/staff
203,harmony school of innovation katy,katy,texas,https://hsikaty.harmonytx.org/,https://hsikaty.harmonytx.org/staff/staff-quicklinks
204,harmony school of ingenuity,houston,texas,https://hsingenuity.harmonytx.org/,https://hsingenuity.harmonytx.org/staff/staff-quicklinks
205,harmony school of innovation waco,beverly hills,texas,https://hsiwaco.harmonytx.org/,https://hsiwaco.harmonytx.org/staff/staff-quicklinks
206,hilda solis learning academy,los angeles,california,https://hsla-lausd-ca.schoolloop.com/,https://hsla-lausd-ca.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1537515970438&vdid=7i4b2kgzv2cv
207,luverne senior high,luverne,minnesota,https://hsms.isd2184.net/,https://www.isd2184.net/about_lps/administration
208,pinconning high school,pinconning,michigan,https://hsms.pasd.org/,https://hsms.pasd.org/staff_directory
209,harmony school of endeavor austin,austin,texas,https://hspaustin.harmonytx.org/,https://hspaustin.harmonytx.org/staff/staff-quicklinks
210,high school for violin and dance,bronx,new york,https://hsvd.org/,https://www.schools.nyc.gov/schools/X543
211,humphreys county high school,belzoni,mississippi,https://humphreyscountyhigh.masd.k12.ms.us/o/hchs,https://humphreyscountyhigh.masd.k12.ms.us/staff
212,hunters lane comp high school,nashville,tennessee,https://hunterslane.mnps.org/,https://hunterslane.mnps.org/our_school/directory
213,huntington high school,shreveport,louisiana,https://huntington.caddoschools.org/o/hh,https://hhs.huntingtonisd.com/apps/staff/
214,huntington park senior high school,huntington park,california,https://huntingtonparkhs-lausd-ca.schoolloop.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647331934157
215,huntland school,huntland,tennessee,https://huntland.fcstn.net/,https://huntland.fcstn.net/facultydirectory
216,huntingdon area senior high school,huntingdon,pennsylvania,https://huntsd.org/huntingdon-high-school/,https://huntsd.org/staff-list-2019-2020/
217,highpoint virtual academy of michigan,mesick,michigan,https://hvam.k12.com/student-life/high-school.html,https://hvam.k12.com/about-our-school/meet-our-team.html
218,hanceville high school,hanceville,alabama,https://hvh.ccboe.org/,https://hvh.ccboe.org/o/hvh/staff
219,highlands virtual school,sebring,florida,https://hvs.highlands.k12.fl.us/,https://hvs.highlands.k12.fl.us/contact-us/staff-and-support
220,hyde park academy high school,chicago,illinois,https://hydeparkcps.org/,https://hydeparkcps.org/apps/staff/
221,ida s baker high school,cape coral,florida,https://ibh.leeschools.net/,https://ibh.leeschools.net/our_school/administration
222,icademy global,zeeland,michigan,https://icademyglobal.org/,https://icademyglobal.org/contact/
223,inter city baptist school,allen park,michigan,https://icbschool.org/,https://icbschool.org/about-us/faculty-directory/
224,island coast high school,cape coral,florida,https://ich.leeschools.net/,https://ich.leeschools.net/about/staff_directory_2
225,indian creek high school,shabbona,illinois,https://ichs.indiancreekschools.org/,https://www.indiancreekschools.org/apps/staff/
226,irvington community school,indianapolis,indiana,https://ics-charter.org/,https://ics-charter.org/staff-directory/
227,idea center,el cajon,california,https://idea.guhsd.net/,https://idea.guhsd.net/Staff-Directory/
228,industrial design engineering and art,tacoma,washington,https://idea.tacomaschools.org/,https://idea.tacomaschools.org/contact
229,idea college preparatory alamo,alamo,texas,https://ideapublicschools.org/,https://ideapublicschools.org/our-schools/idea-alamo/
230,idea carver college preparatory,san antonio,texas,https://ideapublicschools.org/,https://ideapublicschools.org/our-schools/idea-carver/
231,idea college prep brownsville,brownsville,texas,https://ideapublicschools.org/our-schools/idea-brownsville/,https://ideapublicschools.org/our-schools/idea-brownsville/
232,idea college prep,donna,texas,https://ideapublicschools.org/our-schools/idea-donna/,https://ideapublicschools.org/our-schools/idea-donna/
233,idea edinburg college preparatory,edinburg,texas,https://ideapublicschools.org/our-schools/idea-edinburg,https://ideapublicschools.org/our-schools/idea-edinburg/
234,idea frontier college preparatory,brownsville,texas,https://ideapublicschools.org/our-schools/idea-frontier/,https://ideapublicschools.org/our-schools/idea-frontier/
235,idea college prep mcallen,mcallen,texas,https://ideapublicschools.org/our-schools/idea-mcallen/,https://ideapublicschools.org/our-schools/idea-mcallen/
236,idea college preparatory mission,mission,texas,https://ideapublicschools.org/our-schools/idea-mission,https://ideapublicschools.org/our-schools/idea-mission/
237,idea monterrey park college preparatory,san antonio,texas,https://ideapublicschools.org/our-schools/idea-monterrey-park/,https://www.ideamonterreypark.com/staff-directory.html
238,idea montopolis college preparatory,austin,texas,https://ideapublicschools.org/our-schools/idea-montopolis/,https://ideapublicschools.org/our-schools/idea-montopolis/
239,idea toros college preparatory,pharr,texas,https://ideapublicschools.org/our-schools/idea-owassa/,https://ideapublicschools.org/our-schools/idea-pharr/
