,school_name,city,state,website,directory
23,oregon charter academy,mill city,oregon,https://www.oregoncharter.org/,https://www.oregoncharter.org/our-staff
24,orion high school,orion,illinois,https://www.orionschools.us,https://www.orionschools.us/o/ocusd/staff
25,oriskany junior senior high school,oriskany,new york,https://www.oriskanycsd.org,https://www.oriskanycsd.org/directory
26,orlando science middle high charter,orlando,florida,https://www.orlandoscience.org/highschool/,https://orlandoscience.org/middleschool/staff-directory
27,orofino high school,orofino,idaho,https://www.orofinomaniacs.org/,http://orofinojrsrhigh.id.ojsdh.schoolinsites.com/?PageName='Teachers'
28,orr academy high school,chicago,illinois,https://www.orracademy.org/,https://www.orracademy.org/apps/staff/
29,osage high school,osage,iowa,https://www.osageschools.com/,https://www.osageschools.com/staffdirectory
30,neocity academy,kissimmee,florida,https://www.osceolaschools.net/,https://www.osceolaschools.net/Page/1669
31,gateway high school,kissimmee,florida,https://www.osceolaschools.net/gwhs,https://www.osceolaschools.net/domain/4505
32,harmony high school,kissimmee,florida,https://www.osceolaschools.net/tkhs,https://www.osceolaschools.net/domain/4693
33,zenith accelerated academy,kissimmee,florida,https://www.osceolaschools.net/zenp,https://www.osceolaschools.net/domain/748
34,oscoda area high school,oscoda,michigan,https://www.oscodaschools.org/o/oahs,https://www.oscodaschools.org/o/oahs/staff
35,osceola high school,osceola,arkansas,https://www.osd1.org/o/ohs,https://www.osd1.org/
36,santa margarita elementary,oceanside,california,https://www.oside.us/smargarita,https://www.oside.us/domain/367
37,oskaloosa high school,oskaloosa,iowa,https://www.oskycsd.org/highschool/index,https://www.oskycsd.org/highschool/people
38,oswego high school,oswego,new york,https://www.oswego.org/highschool,https://www.oswego.org/districtpage.cfm?pageid=719
39,othello high school,othello,washington,https://www.othelloschools.org/Domain/12,https://www.othelloschools.org/domain/35
40,ottumwa high school,ottumwa,iowa,https://www.ottumwaschools.com/highschool,https://www.ottumwaschools.com/staff-directory
41,acorn high school,beaver falls,new york,https://www.ouachitariversd.org/,https://www.tigerweb.org/Page/3401
42,ouachita high school,donaldson,arkansas,https://www.ouachitasd.org/13723_1,https://www.zoominfo.com/pic/ouachita-school-district/371332173
43,orange ulster boces,goshen,new york,https://www.ouboces.org/,https://www.ouboces.org/contact-us
44,las plumas high,oroville,california,https://www.ouhsd.org/lphs,https://www.ouhsd.org/Page/2736
45,our lady academy,bay st louis,mississippi,https://www.ourladyacademy.com/,https://www.ourladyacademy.com/faculty-staff
46,our lady of tepeyac high school,chicago,illinois,https://www.ourladyoftepeyac.org,https://www.ourladyoftepeyac.org/about/faculty-and-staff-directory
47,noxubee county high school,macon,mississippi,https://www.ourncsd.org/nchs/index,https://www.ourncsd.org/nchs/people
48,portersville christian school,portersville,pennsylvania,https://www.ourpcs.org/,https://www.ourpcs.org/about/faculty-staff.cfm
49,coliseum college prep academy,oakland,california,https://www.ousd.org/CCPA,https://www.cde.ca.gov/schooldirectory/details?cdscode=01612590112797
50,castlemont high school,oakland,california,https://www.ousd.org/castlemont,https://www.ousd.org/site/Default.aspx?PageType=1&SiteID=2200&ChannelID=2234&DirectoryType=6
51,dewey academy,oakland,california,https://www.ousd.org/dewey,https://www.ousd.org/dewey
52,fremont high school,oakland,california,https://www.ousd.org/fremont,https://www.ousd.org/domain/5139
53,madison park academy 6 12,oakland,california,https://www.ousd.org/madison,https://www.ousd.org/mpaprimary/staff
54,mcclymonds high school,oakland,california,https://www.ousd.org/mcclymonds,https://www.cde.ca.gov/schooldirectory/details?cdscode=01612590110189
55,metwest high school,oakland,california,https://www.ousd.org/metwest,https://www.ousd.org/Page/18834
56,oakland high school,oakland,california,https://www.ousd.org/oaklandhigh,https://www.ousd.org/domain/6134
57,skyline high school,oakland,california,https://www.ousd.org/skyline,https://www.ousd.org/skyline.about.faculty-staff
58,otselic valley central school,south otselic,new york,https://www.ovcs.org/,https://www.ovcs.org/
59,ovilla christian school,red oak,texas,https://www.ovillachristian.org/,https://www.ovillachristian.org/ocsstaff
60,north adams high school,seaman,ohio,https://www.ovsd.us/o/nahs,https://www.ovsd.us/o/nahs/staff
61,ohio valley career and technical center,west union,ohio,https://www.ovsd.us/o/ovctc,https://www.ovsd.us/o/ovctc/staff
62,peebles high school,peebles,ohio,https://www.ovsd.us/o/phs,https://www.ovsd.us/o/phs/staff
63,west union high school,west union,ohio,https://www.ovsd.us/o/wuhs,https://www.ovsd.us/o/wuhs/staff
64,owen county high school,owenton,kentucky,https://www.owen.k12.ky.us/1/home,https://www.owen.k12.ky.us/Staff
65,oxford academy high school,oxford,new york,https://www.oxac.org/highschool_home.aspx,https://www.oxac.org/ContactUs.aspx
66,oxbow union high school district 30,bradford,vermont,https://www.oxbowhighschool.org/,https://www.oxbowhighschool.org/iformation/staff-directory
67,ozark adventist academy,gentry,arkansas,https://www.ozarkacademy.org,https://www.ozarkacademy.org/faculty_staff.php
68,carroll high school,ozark,alabama,https://www.ozarkcityschools.net/Domain/8,https://www.ozarkcityschools.net/Page/2518
69,ozark high,ozark,missouri,https://www.ozarktigers.org/Domain/14,https://www.ozarktigers.org/domain/897
70,ozark high school,ozark,missouri,https://www.ozarktigers.org/Domain/14,https://www.ozarktigers.org/domain/897
71,south richmond high school isps 25,staten island,new york,https://www.p25r.org/,https://www.p25r.org/apps/staff/
72,pacific bay christian school,pacifica,california,https://www.pacbay.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=41689326978506
73,pacelli catholic schools,austin,minnesota,https://www.pacellischools.org/,https://pacellischools.org/leadership-staff
74,pacifica high school,garden grove,california,https://www.pacificamariners.com/,https://www.pacificamariners.com/apps/staff/
75,pocahontas area middle high school,pocahontas,iowa,https://www.pacsd.org/mshs,https://www.pocahontaspsd.com/o/phs/staff
76,performing arts community at diego rivera learning,los angeles,california,https://www.pacspride.org/,https://www.pacspride.org/apps/staff/
77,paducah tilghman high school,paducah,kentucky,https://www.paducah.kyschools.us/o/paducah-tilghman-hs,https://www.paducah.kyschools.us/o/paducah-tilghman-hs/staff
78,page county high school,shenandoah,virginia,https://www.pagecounty.k12.va.us/o/pchs,https://www.pagecounty.k12.va.us/o/pchs/staff
79,pahoa high and intermediate school,pahoa,hawaii,https://www.pahoahis.org/,https://www.pahoahis.org/apps/staff
80,pan american international high school at monroe,bronx,new york,https://www.paihsmonroe.org/,https://www.paihsmonroe.org/apps/pages/index.jsp?uREC_ID=1668722&type=d
81,pennsylvania leadership charter school,west chester,pennsylvania,https://www.palcs.org/curriculum/high-school-9-12/,https://www.palcs.org/phonelist/
82,mission vista high school,pacific palisades,california,https://www.palihigh.org/,https://mvhs.vistausd.org/staff-directory
83,palm beach maritime academy high school,lantana,florida,https://www.palmbeachmaritimeacademy.org/ContactPBMA/Contact-Secondary.html,https://www.zoominfo.com/pic/palm-beach-maritime-academy/403705591
84,palmer high school,palmer,texas,https://www.palmer-isd.org/o/phs,https://www.palmer-isd.org/staff
85,palmer high school,palmer,massachusetts,https://www.palmerschools.org/apps/pages/index.jsp?uREC_ID=293370&type=d,https://www.palmerschools.org/m/staff/
86,palmerton area high school,palmerton,pennsylvania,https://www.palmerton.org/schools/senior-high-school/,https://www.palmerton.org/schools/senior-high-school/directory/
87,palmetto christian academy,mt pleasant,south carolina,https://www.palmettochristianacademy.org/,https://www.palmettochristianacademy.org/welcome/faculty-staff/
88,palm glades preparatory academy high school,miami,florida,https://www.palmgladesacademy.com/,https://www.palmgladesacademy.com/contactus
89,palmyra high school,palmyra,missouri,https://www.palmyra.k12.mo.us/o/palmyra-high,https://www.palmyra.k12.mo.us/o/palmyra-high/staff
90,palisades park jr sr high school,palisades park,new jersey,https://www.palpkschools.org/Page/24,https://www.palpkschools.org/
91,palo alto high,palo alto,california,https://www.paly.net/,https://www.paly.net/connecting/staff-directory
92,palo alto high school paly,palo alto,california,https://www.paly.net/,https://www.paly.net/connecting/staff-directory
93,panama high school,panama,new york,https://www.panama.k12.ok.us/,https://www.pancent.org/Page/24
94,pan american charter school,phoenix,arizona,https://www.panamericancharter.org/,https://www.panamericancharter.org/apps/staff/
95,pangburn high school,pangburn,arkansas,https://www.pangburnschools.org/,https://www.pangburnschools.org/staff
96,panhandle high school,panhandle,texas,https://www.panhandleisd.net/index.php?pageID=87423_2,https://www.panhandleisd.net/82874_2
97,panorama high school,panorama city,california,https://www.panoramahs.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330112052
98,panorama high school,panora,iowa,https://www.panoramaschools.org/apps/pages/index.jsp?uREC_ID=247706&type=d&pREC_ID=574969,https://www.panoramaschools.org/apps/staff/
99,pantego christian academy arlington campus,arlington,texas,https://www.pantego.com/,https://www.pantego.com/apps/staff/
100,stockbridge high school,stockbridge,michigan,https://www.panthernet.net/our-schools/high-school/,https://www.panthernet.net/our-schools/high-school/high-school-staff-directory/
101,public academy for performing arts,albuquerque,new mexico,https://www.paparts.org/,https://www.paparts.org/staff/
102,parchment high school,kalamazoo,michigan,https://www.parchmentschools.org/,https://www.parchmentschools.org/staff/
103,paris high school,paris,kentucky,https://www.paris.kyschools.us/parishighschool_home.aspx,https://www.paris.kyschools.us/HSStaffDirectory.aspx
104,park christian school,moorhead,minnesota,https://www.parkchristianschool.org/,https://www.parkchristianschool.org/about/faculty-staff
105,parker school,kamuela,hawaii,https://www.parkerschoolhawaii.org/,https://www.parkerschoolhawaii.org/about/directory/
106,park rapids senior high school,park rapids,minnesota,https://www.parkrapids.k12.mn.us/Domain/107,https://www.parkrapids.k12.mn.us/domain/573
107,park ridge high school,park ridge,new jersey,https://www.parkridgeschools.org/Page/796,https://www.parkridgeschools.org/domain/20
108,park slope collegiate,brooklyn,new york,https://www.parkslopecollegiate.org/,https://www.parkslopecollegiate.org/faculty-and-staff
109,parkway christian school,sterling heights,michigan,https://www.parkwaychristian.org/,https://www.parkwaychristian.org/grades-k-12/staff.cfm
110,central high school,chesterfield,missouri,https://www.parkwayschools.net/Domain/31,https://www.parkwayschools.net/domain/232
111,parkway west high school,ballwin,missouri,https://www.parkwayschools.net/whs,https://www.parkwayschools.net/domain/152
112,parma high school,parma,ohio,https://www.parmacityschools.org/parmasenior,https://www.parmacityschools.org/domain/1243
113,valley forge high school,parma heights,ohio,https://www.parmacityschools.org/valleyforge,https://www.parmacityschools.org/domain/1244
114,arendell parrott academy,kinston,north carolina,https://www.parrottacademy.org/,https://www.parrottacademy.org/apps/staff/
115,pipestone senior high school,pipestone,minnesota,https://www.pas.k12.mn.us/page/4087,https://www.pas.k12.mn.us/page/members/building
116,pataula charter academy,edison,georgia,https://www.pataula.net/,https://www.pataula.net/apps/staff/
117,rosa l parks school of fine and performing arts,paterson,new jersey,https://www.paterson.k12.nj.us/domain/17,https://www.paterson.k12.nj.us/Page/296
118,performing arts and technology high school,brooklyn,new york,https://www.pathsnyc.org/,https://www.schools.nyc.gov/schools/K507
119,pathways charter school,rohnert park,california,https://www.pathwayscharter.org/,https://www.pathwayscharter.org/apps/staff/
120,patrick henry academy,estill,south carolina,https://www.patrickhenryacademy.org/,https://www.patrickhenryacademy.org/about/facultystaffdirectory.cfm
121,paul pcs international high school,washington,district of columbia,https://www.paulcharter.org/high-school/,https://www.paulcharter.org/high-school/
122,paul cuffee upper school,providence,rhode island,https://www.paulcuffee.org/faculty-directory/,https://www.paulcuffee.org/faculty-directory/
123,hiram high school,hiram,georgia,https://www.paulding.k12.ga.us/Domain/37,https://www.paulding.k12.ga.us/domain/3350
124,paulo freire social justice charter school,chicopee,massachusetts,https://www.paulofreirecharterschool.org/,https://www.paulofreirecharterschool.org/staff
125,pennsylvania virtual charter school,king of prussia,pennsylvania,https://www.pavcsk12.org/,https://www.pavcsk12.org/about-us/school-staff
126,pawhuska high school,pawhuska,oklahoma,https://www.pawhuskadistrict.org/o/phs,https://www.pawhuskadistrict.org/
127,payette high school,payette,idaho,https://www.payetteschools.org/phs/phs-home,https://www.payetteschools.org/district/faculty-staff-phs
128,port byron senior high school,port byron,new york,https://www.pbcschools.org/,https://www.pbcschools.org/domain/35
129,alliance piera barbaglia shaheen health services academy,los angeles,california,https://www.pbshsa.org/,https://www.pbshsa.org/apps/staff/
130,pineywoods community academy high school,lufkin,texas,https://www.pcacharter.net/284127_2,https://www.pcacharter.net/259644_2
131,central high school,phenix city,alabama,https://www.pcboe.net/Domain/8,https://www.pcboe.net/domain/56
132,perry central junior senior high school,leopold,indiana,https://www.pccs.k12.in.us/jr-sr-high-1,https://www.pccs.k12.in.us/staff/
133,perry central jr sr high school,leopold,indiana,https://www.pccs.k12.in.us/page/jr-sr-high,https://www.pccs.k12.in.us/staff/
134,pinckneyville comm high school,pinckneyville,illinois,https://www.pchspanthers.com/,https://www.pchspanthers.com/staff
135,paradise charter middle,paradise,california,https://www.pcmsbulldogs.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=04615316112999
136,boca ciega high school,gulfport,florida,https://www.pcsb.org/bocaciega-hs,https://www.pcsb.org/domain/4783
137,clearwater high school,clearwater,florida,https://www.pcsb.org/clearwater-hs,https://www.pcsb.org/domain/2738
138,dunedin high school,dunedin,florida,https://www.pcsb.org/dunedin-hs,https://www.pcsb.org/domain/9348
139,gibbs high school,st petersburg,florida,https://www.pcsb.org/gibbs-hs,https://www.pcsb.org/domain/4237
140,dixie m hollins high school,kenneth city,florida,https://www.pcsb.org/hollins-hs,https://www.pcsb.org/Page/5201
141,lakewood high school,st petersburg,florida,https://www.pcsb.org/lakewood-hs,https://www.pcsb.org/Page/7539
142,lealman innovation academy,st petersburg,florida,https://www.pcsb.org/lia,https://www.pcsb.org/LIA
143,seminole high school,seminole,florida,https://www.pcsb.org/seminole-hs,https://www.pcsb.org/Page/5485
144,st petersburg high school,st petersburg,florida,https://www.pcsb.org/stpete-hs,https://www.pcsb.org/domain/2712
145,pinellas virtual franchise,largo,florida,https://www.pcsb.org/virtualschool,https://www.pcsb.org/Page/18757
146,putnam county high school,granville,illinois,https://www.pcschools535.org,https://www.pcschools535.org/page/pchs-contact
147,north pontotoc high school,ecru,mississippi,https://www.pcsd.ms/Domain/12#calendar1516/20230313/month,https://www.pcsd.ms/domain/281
148,person high school,roxboro,north carolina,https://www.pcsnc.org/Domain/20,https://www.personcountync.gov/government/advanced-components/staff-directory
149,sylvan hills high school,sherwood,arkansas,https://www.pcssd.org/o/sylvan-hills-high-school,https://www.pcssd.org/o/sylvan-hills-high-school/staff
150,paterson charter school for sciencetechnology,paterson,new jersey,https://www.pcsst.org/,https://www.signalhire.com/companies/paterson-charter-school-for-science-technology/employees
151,passaic county technical institute,wayne,new jersey,https://www.pcti.tec.nj.us/,https://pctvs.org/contact/email-directory
152,pulaski county sr high school,dublin,virginia,https://www.pcva.us/o/pchs,https://www.pcva.us/o/pchs/staff
153,pearl city high school,pearl city,illinois,https://www.pcwolves.net,https://jrsrhigh.pcwolves.net/staff_directory
154,prairie du chien high,prairie du chien,wisconsin,https://www.pdc.k12.wi.us/,https://www.pdc.k12.wi.us/high/hs_facultydirectory.cfm
155,peabody magnet high school,alexandria,louisiana,https://www.peabodymagnethigh.org/,https://www.rpsb.us/
156,peach county high school,fort valley,georgia,https://www.peachschools.org/1/Home,https://pchs.peachschools.org/o/pchs/staff
157,chesapeake high school,chesapeake,ohio,https://www.peake.k12.oh.us/ChesapeakeHighSchool_home.aspx,https://www.peake.k12.oh.us/HS_Staff.aspx
158,robert turner college and career high school,pearland,texas,https://www.pearlandisd.org/turner,https://www.pearlandisd.org/site/Default.aspx?PageType=1&SiteID=29&ChannelID=131&DirectoryType=6
159,pearsall high school,pearsall,texas,https://www.pearsallhs.org/o/phs,https://www.pearsallhs.org/staff?page_no=2
160,palmyra eagle high school,palmyra,wisconsin,https://www.peasd.org/schools/middle-high/,https://www.peasd.org/staff/staff_directory.cfm
161,peaster high school,weatherford,texas,https://www.peaster.net/peasterhs,https://www.peaster.net/staffdirectory
162,peekskill high school,peekskill,new york,https://www.peekskillcsd.org/phs,https://www.peekskillcsd.org/Page/5844
163,pekin community high school,packwood,iowa,https://www.pekincsd.org/staff,https://www.pekincsd.org/staff
164,pelham high school,pelham,georgia,https://www.pelham-city.k12.ga.us/1/Home,https://www.pelham-city.k12.ga.us/administration
165,pelham lab high school,bronx,new york,https://www.pelhamlabhs.org/,https://www.pelhamlabhs.org/about-us/staff-directory
166,pelham preparatory academy,bronx,new york,https://www.pelhamprepacademy.org/,https://www.pelhamprepacademy.org/directory/faculty
167,pelham high school,pelham,new hampshire,https://www.pelhamsd.org/pelhamhighschool_home.aspx,https://www.pelhamsd.org/StaffPHS.aspx
168,pelican rapids secondary,pelican rapids,minnesota,https://www.pelicanrapids.k12.mn.us/domain/343,https://www.pelicanrapids.k12.mn.us/domain/216
169,pella high school,pella,iowa,https://www.pellaschools.org/schools/high-school/,https://www.pellaschools.org/schools/high-school/staff/administration/
170,pemberton township high school,pemberton,new jersey,https://www.pemberton.k12.nj.us/domain/8,https://www.pemberton.k12.nj.us/site/Default.aspx?PageType=1&SiteID=8&ChannelID=750&DirectoryType=6
171,pembroke high school,pembroke,massachusetts,https://www.pembrokek12.org,https://www.pembrokek12.org/
172,academy of medical arts at carson high,carson,california,https://www.penargylschooldistrict.org/penargyl/HS/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330126623
173,heide trask high school,rocky point,north carolina,https://www.pender.k12.nc.us/o/htshs,https://www.pender.k12.nc.us/o/htshs/staff/
174,pender high school,burgaw,north carolina,https://www.pender.k12.nc.us/o/phs,https://www.pender.k12.nc.us/o/phs/staff/
175,pendleton county middlehigh school,franklin,west virginia,https://www.pendletoncountyschools.com/o/pcmhs,https://www.pendletoncountyschools.com/staff/
176,pennfield senior high school,battle creek,michigan,https://www.pennfield.net/,https://www.pennfield.net/staff-directory/
177,pennridge high school,perkasie,pennsylvania,https://www.pennridge.org/,https://www.pennridge.org/domain/1482
178,peoples preparatory charter school,newark,new jersey,https://www.peoplesprepnewark.org/,https://peoplesprepnewark.org/our-team/
179,peoria accelerated high school,peoria,arizona,https://www.peoriabulldogs.com/?x=true,https://www.peoriabulldogs.com/m/staff/
180,peoria high school,peoria,illinois,https://www.peoriapublicschools.org/domain/246,https://www.peoriachristian.org/directory
181,manual high school,peoria,illinois,https://www.peoriapublicschools.org/manual,https://www.peoriapublicschools.org/page/staff-directory
182,peotone high school,peoria,illinois,https://www.peoriapublicschools.org/richwoods,https://prod-web-alb.8to18.com/PeotoneHS/staff
183,cactus high school,glendale,arizona,https://www.peoriaunified.org/Cactus,https://www.peoriaunified.org/Page/3323
184,peoria high school,peoria,arizona,https://www.peoriaunified.org/PeoriaHigh,https://www.peoriaunified.org/Page/2157
185,pepin academies,tampa,florida,https://www.pepinacademies.com/,https://tampa.pepinacademies.com/apps/staff/
186,perry high school,perry,michigan,https://www.perry.k12.mi.us/o/hs,https://www.perry.k12.mi.us/o/hs/staff
187,perry high school,perry,new york,https://www.perry.k12.ny.us/Domain/202,https://www.perrycsd.org/staff
188,perry high school,perry,oklahoma,https://www.perry.k12.ok.us/apps/pages/hs,https://www.perry.k12.ok.us/apps/staff/
189,perry county high school,linden,tennessee,https://www.perrycountyschools.us/page/pchs,https://www.perrycountyschools.us/staff
190,perrydale school,amity,oregon,https://www.perrydaleschool.com/,https://www.perrydaleschool.com/
191,perryville sr high school,perryville,missouri,https://www.perryville.k12.mo.us/o/phs,https://www.perryville.k12.mo.us/o/phs/staff
192,perryville high school,perryville,arkansas,https://www.perryvilleschool.org/23281_1,https://www.perryvilleschool.org/150214_2
193,peshtigo middlehigh school,peshtigo,wisconsin,https://www.peshtigo.k12.wi.us/schools/pmhs/,https://www.peshtigo.k12.wi.us/district/directory.cfm
194,petal high school,petal,mississippi,https://www.petalschools.com/Domain/373,https://www.petalschools.com/site/Default.aspx?PageType=1&SiteID=373&ChannelID=427&DirectoryType=6
195,petaluma accelerated charter,petaluma,california,https://www.petalumacityschools.org/pacs,https://www.cde.ca.gov/schooldirectory/details?cdscode=49708620131961
196,petaluma high school,petaluma,california,https://www.petalumacityschools.org/petalumahigh,https://www.petalumacityschools.org/domain/496
197,philadelphia electrical and tech charter school,philadelphia,pennsylvania,https://www.petchs.org/,https://www.petchs.org/about/staff
198,petersburg high school,petersburg,virginia,https://www.petersburg.k12.va.us/PHS,https://www.va-doeapp.com/StaffBySchoolDivisions.aspx?d=120&w=true
199,petersburg school,petersburg,texas,https://www.petersburgisd.net/,https://www.petersburgisd.net/staff
200,michael j petrides school,staten island,new york,https://www.petridesschool.com/,https://www.petridesschool.com/domain/196
201,pewitt high school,omaha,texas,https://www.pewittcisd.net/,https://www.pewittcisd.net/staff
202,john b connally high school,austin,texas,https://www.pfisd.net/domain/8,https://www.pfisd.net/domain/286
203,largo high school,upper marlboro,maryland,https://www.pgcps.org/largo/,https://www.pgcps.org/schools/largo-high/faculty-directory-page
204,laurel high school,laurel,maryland,https://www.pgcps.org/laurelhs/,https://schools.pgcps.org/laurelhs/staff.aspx
205,frederick douglas high school,upper marlboro,maryland,https://www.pgcps.org/schools/frederick-douglass-high,https://www.pgcps.org/schools/frederick-douglass-high/departments/administration
206,friendly high school,fort washington,maryland,https://www.pgcps.org/schools/friendly-high,https://ektron.pgcps.org/friendly/PB-friendly.aspx?pageid=231057
207,gwynn park high school,brandywine,maryland,https://www.pgcps.org/schools/gwynn-park-high,https://schools.pgcps.org/gwynnparkhs/staff.aspx
208,international high school  langley park,bladensburg,maryland,https://www.pgcps.org/schools/international-high-school-at-langley-park,https://www.pgcps.org/schools/international-high-school-at-langley-park
209,oxon hill high school,oxon hill,maryland,https://www.pgcps.org/schools/oxon-hill-high,https://schools.pgcps.org/oxonhillhs/staff.aspx
210,surrattsville high school,clinton,maryland,https://www.pgcps.org/schools/surrattsville-high/,https://schools.pgcps.org/surrattsville/staff.aspx
211,penns grove high school,carneys point,new jersey,https://www.pgcpschools.org/o/pghs,https://www.pgcpschools.org/o/pghs/staff
212,pittsburgh allderdice high school,pittsburgh,pennsylvania,https://www.pghschools.org/allderdice,https://discoverpps.org/pdf/school/301
213,pittsburgh carrick high school,pittsburgh,pennsylvania,https://www.pghschools.org/carrick,https://www.pghschools.org/carrick
214,pittsburgh milliones 6 12,pittsburgh,pennsylvania,https://www.pghschools.org/milliones,https://www.pghschools.org/milliones
215,pittsburgh perry high school,pittsburgh,pennsylvania,https://www.pghschools.org/perry,https://www.pghschools.org/perry
216,academy at westinghouse,pittsburgh,pennsylvania,https://www.pghschools.org/westinghouse,https://www.pghschools.org/westinghouse
217,pottsgrove senior high school,pottstown,pennsylvania,https://www.pgsd.org/pghs,https://www.pgsd.org/domain/533
218,prospect hill academy charter school,cambridge,massachusetts,https://www.phacs.org/,https://www.phacs.org/apps/staff/
219,thea bowman leadership academy,gary,indiana,https://www.phalenacademies.org/theabowman,https://www.phalenacademies.org/theabowman
220,pharos academy charter school,bronx,new york,https://www.pharosacademies.org/,https://www.pharosacademies.org/people
221,phil mont christian academy,erdenheim,pennsylvania,https://www.phil-mont.com/,https://www.phil-mont.com/wp/school-directory/
222,philadelphia academy charter school,philadelphia,pennsylvania,https://www.philadelphiaacademy.org/hs/,https://www.philadelphiaacademy.org/staff/
223,phoenix academy public charter high school springfield,springfield,massachusetts,https://www.phoenixcharteracademy.org/our-academies/phoenix-charter-academy-springfield/,https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=35080000&orgtypecode=5&leftNavId=122&
224,phoenix christian preparatory school,phoenix,arizona,https://www.phoenixchristian.org/parents/high-school/,https://www.phoenixchristian.org/staff-and-faculty-directory/
225,phoenix college preparatory academy,phoenix,arizona,https://www.phoenixcollege.edu/community/pc-prep,https://www.phoenixcollege.edu/community/pc-prep
226,pleasant hope high school,pleasant hope,missouri,https://www.phr6.org/page/pleasant-hope-high-school,https://www.phr6.org/page/phhs-staff
227,preston high school,preston,idaho,https://www.phs.psd201.org/en-US/2/home,https://www.prestonhs.org/academics/faculty-staff-directory.cfm
228,pace high school,pace,florida,https://www.phs.santarosaschools.org/,https://phs.santarosaschools.org/en-US/staff
229,plattsmouth high school,plattsmouth,nebraska,https://www.phscareeracademies.org/,https://www.pcsd.org/staff-directory
230,penn hills senior high school,pittsburgh,pennsylvania,https://www.phsd.k12.pa.us/apps/pages/index.jsp?uREC_ID=762822&type=d&pREC_ID=1168733,https://phhs.phsd.org/about-us/staff-directory
231,piedmont academy,monticello,georgia,https://www.piedmontacademy.com/,https://www.piedmontacademy.com/faculty-and-staff
232,piggott high school,piggott,arkansas,https://www.piggottschools.net/,https://www.piggottschools.net/staff
233,piketon jrsr high school,piketon,ohio,https://www.piketon.k12.oh.us/piketonhighschool_home.aspx,https://www.piketon.k12.oh.us/staff
234,pilgrim school,los angeles,california,https://www.pilgrim-school.org/#,https://www.pilgrim-school.org/from-our-head-of-school/staff-directory
235,pim arts high school,eden prairie,minnesota,https://www.pimartshs.org/,https://www.pimartshs.org/parents/staffschool-contact-2/
236,pima high school,pima,arizona,https://www.pimaschools.com/page/high-school-page,https://www.pimaschools.com/page/high-school-page
