,school_name,city,state,website,directory
23,western school of science and technology,phoenix,arizona,https://western.cfacademy.school/,https://western.cfacademy.school/find-a-teacher/
24,western mennonite school,salem,oregon,https://westernchristianschool.org/,https://www.zoominfo.com/pic/western-christian-school/55361741
25,westfield high school,chantilly,virginia,https://westfieldhs.fcps.edu/,https://westfieldhs.fcps.edu/staff-directory
26,west iredell high school,statesville,north carolina,https://westhigh.issnc.org/,https://westhigh.issnc.org/about-us/faculty-staff-directory
27,lakota west high school,west chester,ohio,https://westhigh.lakotaonline.com/,https://www.lakotaonline.com/resources/references-information/staff-directory
28,george westinghouse career and technical ed high school,brooklyn,new york,https://westinghousehs.org/,https://westinghousehs.org/faculty-and-staff/
29,west iron county high school,iron river,michigan,https://westiron.org/#,https://www.westiron.org/middle-high-school-staff/
30,westlake high school,waldorf,maryland,https://westlake.ccboe.com/,https://westlake.ccboe.com/about/main-office-staff
31,westlake christian academy,grayslake,illinois,https://westlakechristian.org/,https://westlakechristian.org/administration-staff/
32,westminster school at oak mountain,birmingham,alabama,https://westminsterknights.org/,https://www.westminsterknights.org/about/the-team
33,westmont high school,campbell,california,https://westmont.cuhsd.org/,https://westmont.cuhsd.org/apps/staff/
34,washington and lee high school,montross,virginia,https://westmorelandhs.weebly.com/,https://generalssports.com/staff-directory
35,west side senior high school,dayton,idaho,https://westside202.org,https://www.zoominfo.com/pic/west-side-high-school/410875928
36,american preparatory academy accelerated school,west valley city,utah,https://westvalley2.americanprep.org/,https://westvalley2.americanprep.org/leadershipstaff2/
37,westwood high school,mesa,arizona,https://westwood.mpsaz.org/,https://westwood.mpsaz.org/staff
38,the westwood school,dallas,texas,https://westwoodschool.org/,https://www.westwoodschool.org/about/faculty-and-staff/
39,west greene high school,mosheim,tennessee,https://wghs.greenek12.org/,https://wghs.greenek12.org/apps/staff/
40,walnut grove high,walnut grove,missouri,https://wgtigers.com/,https://www.wgtigers.com/staff
41,wheat ridge high school,wheat ridge,colorado,https://wheatridge.jeffcopublicschools.org/,https://wheatridge.jeffcopublicschools.org/staff/staff_directory
42,wheeler high school,valparaiso,indiana,https://wheeler.union.k12.in.us/,https://wheeler.union.k12.in.us/o/whs/staff
43,white house high school,white house,tennessee,https://whh.sumnerschools.org/,https://whh.sumnerschools.org/index.php/directory
44,western hills high school,frankfort,kentucky,https://whhs.franklin.kyschools.us/,https://whhs.franklin.kyschools.us/faculty-staff-directory13
45,west hall high school,oakwood,georgia,https://whhs.hallco.org/web/,https://www.hallco.org/web/portfolio-item/west-hall-high-school/
46,white house heritage high school,white house,tennessee,https://whhs.rcstn.net/,https://whhs.rcstn.net/school_directory/w_h_h_h_s_staff
47,whitefield academy,louisville,kentucky,https://whitefield.org/,https://whitefield.org/discover/faculty-staff/
48,whitefield academy,kansas city,missouri,https://whitefieldacademykc.org/,https://whitefieldacademykc.org/lower-school-faculty/
49,yes prep white oak,houston,texas,https://whiteoak.yesprep.org/?utm_source=gmb&utm_medium=website&utm_campaign=whiteoak,https://whiteoak.yesprep.org/about-us/staff
50,white pine high school,ely,nevada,https://whitepinehigh.whitepine.k12.nv.us/,https://whitepinehigh.whitepine.k12.nv.us/admindirect
51,whites jr sr high school,wabash,indiana,https://whites.msdwc.org/,https://whites.msdwc.org/connect/staff-directory
52,whites creek comp high school,whites creek,tennessee,https://whitescreek.mnps.org/,https://whitescreek.mnps.org/our_school/directory
53,whitko high school,south whitley,indiana,https://whitko.org/wjshs/,https://whitko.org/staff-directory/
54,eli whitney technical high school,hamden,connecticut,https://whitney.cttech.org/,https://whitney.cttech.org/about/staff-directory/
55,whittier regional vocational,haverhill,massachusetts,https://whittiertech.org/whittier-tech,https://whittiertech.org/administration?locale=en
56,w h maxwell career and technical education high sc,brooklyn,new york,https://whmaxwell.com/,https://www.schools.nyc.gov/schools/K660
57,wabash high school,wabash,indiana,https://whs.apaches.k12.in.us/,https://whs.apaches.k12.in.us/apps/staff/
58,george whittell high school,zephyr cove,nevada,https://whs.dcsd.net/,https://whs-dcsd1-nv.schoolloop.com/staff
59,ft zumwalt west high school,ofallon,missouri,https://whs.fz.k12.mo.us/,https://whs.fz.k12.mo.us/staff?page_no=6
60,weir high school,weirton,west virginia,https://whs.hancock.k12.wv.us/,https://whs.hancock.k12.wv.us/staff
61,westgate high school,new iberia,louisiana,https://whs.iberiaschools.org/,https://whs.iberiaschools.org/301261_2
62,mankato west senior high school,mankato,minnesota,https://whs.isd77.org/,https://whs.isd77.org/about-our-school/staff-directory
63,windsor high school,windsor,virginia,https://whs.iwcs.k12.va.us/,https://whs.iwcs.k12.va.us/apps/staff
64,washington high school,charles town,west virginia,https://whs.jcswv.org/,https://whs.jcswv.org/o/whs/staff
65,wells high school,wells,maine,https://whs.k12wocsd.net/,https://whs.k12wocsd.net/school-information/building-administration-and-office-staff
66,westlake high school,thornwood,new york,https://whs.mtplcsd.org/,https://whs.mtplcsd.org/about-whs/directory
67,winfield high school,winfield,west virginia,https://whs.putnamschools.com/,https://whs.putnamschools.com/staff
68,windham high school,windham,maine,https://whs.rsu14.org/,https://whs.rsu14.org/apps/staff/
69,washington academy and high school,princess anne,maryland,https://whs.somerset.k12.md.us/,https://whs.somerset.k12.md.us/
70,westmoreland high school,westmoreland,tennessee,https://whs.sumnerschools.org/,https://whs.sumnerschools.org/index.php/directory
71,wapato high school,wapato,washington,https://whs.wapatosd.org/,https://whs.wapatosd.org/apps/staff/
72,warden high school,warden,washington,https://whs.warden.wednet.edu/,https://www.warden.wednet.edu/departments/human-resources/staff-directory
73,wareham senior high school,wareham,massachusetts,https://whs.warehamps.org/en-US,https://whs.warehamps.org/en-US/staff
74,ware juniorsenior high school,ware,massachusetts,https://whs.wareps.org/,https://whs.wareps.org/staff_directory
75,warren high school,vincent,ohio,https://whs.warrenlocal.org/,https://whs.warrenlocal.org/faculty-staff-directory
76,warrensburg high school,warrensburg,missouri,https://whs.warrensburgr6.org/,https://warrensburgr6whs.ss13.sharpschool.com/staff_directory
77,washington high school,washington,missouri,https://whs.washington.k12.mo.us/,https://whs.washington.k12.mo.us/about_us/staff_directory
78,washington high school,washington,indiana,https://whs.washingtoncommunityschools.org/,https://washington.sb.school/about_us/staff_directory
79,wayland high school,wayland,massachusetts,https://whs.wayland.k12.ma.us/,https://whs.wayland.k12.ma.us/about_us/staff_directory
80,windsor high school,windsor,colorado,https://whs.weldre4.org/,https://whs.weldre4.org/en-US/staff
81,westbrook high school,westbrook,connecticut,https://whs.westbrookctschools.org/,https://whs.westbrookctschools.org/directory/faculty
82,western high school,russiaville,indiana,https://whs.western.k12.in.us/,https://www.western.k12.in.us/contact/admin-office-staff
83,weston high school,weston,connecticut,https://whs.westonps.org/,https://whs.westonps.org/353678_2
84,westside high school,jonesboro,arkansas,https://whs.westsideschools.org/,https://www.westsideschools.org/staff
85,whitman hanson regional,whitman,massachusetts,https://whs.whrsd.org/,https://whs.whrsd.org/school_info/faculty_staff_directory
86,willows high school,willows,california,https://whs.willowsunified.org/,https://whs.willowsunified.org/Staff-Directory/
87,windham high school,willimantic,connecticut,https://whs.windhamps.org/,https://whs.windhamps.org/o/whs/staff
88,winthrop high school,winthrop,maine,https://whs.winthropschools.org/,https://www.winthropschools.org/directory
89,wolcott high school,wolcott,connecticut,https://whs.wolcottps.org/,https://whs.wolcottps.org/apps/staff/
90,wellness business and sports school,woodburn,oregon,https://whs.woodburnsd.org/,https://www.woodburnsd.org/
91,woodward high school,woodward,oklahoma,https://whs.woodwardps.net/,https://www.woodwardps.net/
92,wilmington high school,wilmington,massachusetts,https://whs.wpsk12.com/,https://whs.wpsk12.com/about_us/staff_directory
93,weatherford high school,weatherford,oklahoma,https://whs.wpsok.org/,https://whs.wpsok.org/40942_2
94,widefield high school,colorado springs,colorado,https://whs.wsd3.org/,https://whs.wsd3.org/staff
95,winslow high school,winslow,arizona,https://whs.wusd1.org/,https://whs.wusd1.org/apps/staff/
96,willcox high school,willcox,arizona,https://whs.wusd13.org/,https://whs.wusd13.org/Staff
97,pewaukee high school,pewaukee,wisconsin,https://wi01819897.schoolwires.net/phs,https://wi01819897.schoolwires.net/domain/66
98,joseph pomeroy widney career prep and transition center,los angeles,california,https://widneyhs-lausd-ca.schoolloop.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647331939784
99,lillie b williamson high school,mobile,alabama,https://williamsonmcpssal.schoolinsites.com/,https://williamsonmcpssal.schoolinsites.com/staffold
100,woodrow wilson high school,washington,district of columbia,https://wilsonhs.org/,https://www.wilsonhs.org/m/staff/
101,windham technical high school,willimantic,connecticut,https://windham.cttech.org/,https://windham.cttech.org/about/staff-directory/
102,winnfield high school,winnfield,louisiana,https://winn7.gabbarthost.com/,https://wshs.winnpsb.org/149179_2
103,wisconsin virtual academy high wiva,mcfarland,wisconsin,https://wiva.k12.com/?utm_source=google&utm_medium=Yext&y_source=1_MjUyMzUwODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://wiva.k12.com/about-our-school/meet-our-team.html
104,jamestown high school,williamsburg,virginia,https://wjccschools.org/jhs/,https://wjccschools.org/jhs/our-school/
105,west jones jr sr high school,laurel,mississippi,https://wjh.jonesk12.org/en?showHomepage=true,https://wjh.jonesk12.org/en/staff
106,walled lake northern high school,commerce township,michigan,https://wlcsd.org/schools/high-school/northern-hs/,https://northern.wlcsd.org/about-us/staff-directory
107,west lauderdale high school,collinsville,mississippi,https://wlh.lauderdale.k12.ms.us/,https://wlh.lauderdale.k12.ms.us/apps/staff/
108,wilde lake high school,columbia,maryland,https://wlhs.hcpss.org/,https://wlhs.hcpss.org/school-staff
109,wayne central middle school,ontario center,new york,https://wm.waynecsd.org/,https://www.waynecsd.org/m/staff/
110,west middlesex area high school,west middlesex,pennsylvania,https://wmasd.k12.pa.us/departments,https://wmasd.k12.pa.us/staff-directory
111,west marshall high school,state center,iowa,https://wmcsd.org/school/west-marshall-high-school/,https://wmcsd.org/staff/staff-directory/
112,west marion high school,foxworth,mississippi,https://wmhmarionk12ms.schoolinsites.com/,https://wmhmarionk12ms.schoolinsites.com/
113,weston mcewen high school,athena,oregon,https://wmhs.athwest.k12.or.us/,https://wmhs.athwest.k12.or.us/staff
114,washington twp middlehigh school,valparaiso,indiana,https://wmhs.eastporter.k12.in.us/,https://wmhs.eastporter.k12.in.us/
115,watkins memorial high school,pataskala,ohio,https://wmhs.swl.k12.oh.us/,https://www.swl.k12.oh.us/about-us/staff-directory
116,william smith high school,aurora,colorado,https://wmsmith.aurorak12.org/,https://wmsmith.aurorak12.org/meet-the-crew
117,winfield mt union junior senior high school,winfield,iowa,https://wmucsd.org/,https://wmucsd.org/contact-us/
118,west noble high school,ligonier,indiana,https://wnhs.westnoble.k12.in.us/,https://www.westnoble.k12.in.us/
119,woodburn academy of art science and technology,woodburn,oregon,https://woodburnsd-waast.edlioschool.com/,https://www.linkedin.com/school/woodburn-academy-of-art-science-and-technology/
120,woodinville high school,woodinville,washington,https://woodinville.nsd.org/,https://woodinville.nsd.org/our-school/school-directory
121,woodland high school,dorchester,south carolina,https://woodland.dorchester4.k12.sc.us/,https://woodland.dorchester4.k12.sc.us/employees
122,woodlawn high school,baton rouge,louisiana,https://woodlawnhighbr.org/,https://woodlawnhighbr.org/staff-directory/
123,woodlawn high center for pre eng res,baltimore,maryland,https://woodlawnhs.bcps.org/,https://woodlawnhs.bcps.org/contact/staff_directory
124,woodside high school,newport news,virginia,https://woodside.nn.k12.va.us/,http://woodside.nn.k12.va.us/faculty.html
125,woodward high school,toledo,ohio,https://woodwardhighschool.tps.org/,https://woodwardhighschool.net/about-us/administration/
126,burncoat senior high school,worcester,massachusetts,https://worcesterschools.org/school/burncoat-high-school/,https://worcesterschools.org/district-staff-directory/
127,claremont academy,worcester,massachusetts,https://worcesterschools.org/school/claremont-academy/,https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=03480350&orgtypecode=6&leftNavId=122&
128,doherty memorial high school,worcester,massachusetts,https://worcesterschools.org/school/doherty-memorial-high-school/,https://dohertymemorialhighschool.wordpress.com/faculty-staff-and-administration/
129,north high school,worcester,massachusetts,https://worcesterschools.org/school/north-high-school/,https://worcesterschools.org/district-staff-directory/
130,south high community school,worcester,massachusetts,https://worcesterschools.org/school/south-high-community-school/,https://worcesterschools.org/school/south-high-community-school/
131,kern workforce 2000 academy,bakersfield,california,https://workforce.kernhigh.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=15635291530435
132,worthington high school,west palm beach,florida,https://worthingtonhs.com/,https://worthingtonhs.com/apps/staff/
133,west point high school,cullman,alabama,https://wph.ccboe.org/,https://wph.ccboe.org/o/wph/staff
134,west philadelphia high school,philadelphia,pennsylvania,https://wphs.philasd.org/,https://wphs.philasd.org/staff/
135,woodland park high school,woodland park,colorado,https://wpsdk12.org/wphs/,https://wpsdk12.org/wphs/staff
136,warner robins high school,warner robins,georgia,https://wrhs.hcbe.net/,https://wrhs.hcbe.net/staffdirectory
137,wamogo regional high school,litchfield,connecticut,https://wrhs.rsd6.org/,https://wrhs.rsd6.org/o/wrhs/staff?page_no=4
138,winnisquam regional high school,tilton,new hampshire,https://wrhs.wrsdsau59.org/en-US,https://wrhs.wrsdsau59.org/en-US/staff
139,j m wright technical high school,stamford,connecticut,https://wright.cttech.org/,https://wright.cttech.org/about/staff-directory/
140,warren high school,warren,arkansas,https://wsdhs.warrensd.org/,https://wsdhs.warrensd.org/16781_1
141,waterville senior high school,waterville,maine,https://wshs.aos92.org/,https://wshs.aos92.org/school-info/staff-directory
142,west shores high school,salton city,california,https://wshs.cvusd.us/,https://wshs.cvusd.us/faculty-staff-resources
143,mount view high school,welch,west virginia,https://wv01001077.schoolwires.net/mvhs,https://boe.mcdo.k12.wv.us/o/mvhs/staff?page_no=2
144,westside high school,clear fork,west virginia,https://wvde.state.wv.us/ed_directory/index.html?county_id=98&school_id=508,https://wvde.state.wv.us/ed_directory/index.html?county_id=98&school_id=508
145,williams valley juniorsenior high school,tower city,pennsylvania,https://wvhs.wvschools.net/apps/staff/,https://www.wvschools.net/
146,west valley high school,spokane,washington,https://wvhs.wvsd.org/,https://wvhs.wvsd.org/apps/pages/index.jsp?uREC_ID=358451&type=d
147,west wendover high school,wendover,nevada,https://wwhs.ecsdnv.net/,https://wwhs.ecsdnv.net/
148,woodrow wilson high school,beckley,west virginia,https://wwhs.rale.k12.wv.us/,https://wwhs.rale.k12.wv.us/o/wwh/staff?page_no=3
149,campbell county high school,gillette,wyoming,https://www-cchs.ccsd.k12.wy.us/,https://www-cchs.ccsd.k12.wy.us/staff/directory/index.html
150,rancho high school,henderson,nevada,https://www.1001coronado.net/,https://www.ranchorams.org/apps/staff/
151,warren juniorsenior high school,warren,illinois,https://www.205warren.net,https://www.205warren.net/home/staff/
152,salina high central,salina,kansas,https://www.305centralhigh.com/,https://www.305centralhigh.com/our_school/staff_list
153,salina high south,salina,kansas,https://www.305southhigh.com/,https://www.305southhigh.com/our_teachers
154,m047 47 the american sign language and english secondary school,new york,new york,https://www.47aslhs.net/,https://www.schools.nyc.gov/schools/M047
155,middle school 297,new york,new york,https://www.75morton.org/,https://www.schools.nyc.gov/schools/M297
156,skyline high school,ann arbor,michigan,https://www.a2schools.org/skyline,https://www.a2schools.org/domain/379
157,arundel middle,odenton,maryland,https://www.aacps.org/Page/5735,https://www.aacps.org/Page/5744
158,alfred almond junior senior high school,almond,new york,https://www.aacsapps.com/domain/32,https://www.aacsapps.com/domain/92
159,annapolis area christian school,severn,maryland,https://www.aacsonline.org/,https://www.aacsonline.org/about/faculty-staff
160,vasquez high school,acton,california,https://www.aadusd.k12.ca.us/Domain/10,https://www.aadusd.k12.ca.us/domain/127
161,arizona agribusiness and equine center estrella,avondale,arizona,https://www.aaechs.com/,https://www.linkedin.com/school/arizona-agribusiness-&-equine-center---estrella/
162,aaec paradise valley,phoenix,arizona,https://www.aaechs.com/,https://www.aaechs.com/early-college/esea
163,alliance alice m baxter college ready high,san pedro,california,https://www.aaechs.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330127217
164,apprentice academy high school,monroe,north carolina,https://www.aahsnc.org/,https://www.aahsnc.org/apps/staff/
165,george i sanchez charter,houston,texas,https://www.aama.org/george-i-sanchez-charter-school/,https://www.aama.org/george-i-sanchez-charter-school/staff-directory/administrative-team/
166,asotin junior senior high,asotin,washington,https://www.aasd.wednet.edu/cms/lib/WA01001124/Centricity/domain/113/high_school_site/index.html,https://aahs.aasd.wednet.edu/apps/staff/
167,abbott school,abbott,texas,https://www.abbottisd.org/,https://www.abbottisd.org/apps/pages/index.jsp?uREC_ID=148150&type=d
168,aspira bilingual cyber cs,philadelphia,pennsylvania,https://www.abccs.org/,https://www.abccs.org/apps/staff/
169,central high school,aberdeen,south dakota,https://www.aberdeen.k12.sd.us/o/chs,https://www.aberdeen.k12.sd.us/o/chs/staff
170,abilene high school,abilene,kansas,https://www.abileneschools.org/301483_2,https://www.abileneschools.org/295727_2
171,abington high school,abington,massachusetts,https://www.abingtonps.org/schools/abington_high_school,https://abingtonps.org/staff_directory
172,humphreys college academy of business law and education,stockton,california,https://www.ablecharter.net/,https://www.humphreys.edu/about-us/directory/
173,abq charter academy,albuquerque,new mexico,https://www.abqcharteracademy.org/,https://www.aps.edu/schools/schools/albuquerque-charter-academy
174,abss early college at acc,graham,north carolina,https://www.abss.k12.nc.us/domain/9,https://www.abss.k12.nc.us/o/abec/staff
175,eastern alamance high school,mebane,north carolina,https://www.abss.k12.nc.us/o/eahs,https://www.abss.k12.nc.us/o/eahs/staff
176,graham high school,graham,north carolina,https://www.abss.k12.nc.us/o/ghs,https://www.abss.k12.nc.us/o/ghs/staff
177,hugh m cummings high school,burlington,north carolina,https://www.abss.k12.nc.us/o/hchs,https://www.abss.k12.nc.us/o/hchs/staff
178,southern alamance high school,graham,north carolina,https://www.abss.k12.nc.us/o/sahs,https://www.zoominfo.com/pic/southern-alamance-high-school/47268270
179,western alamance high school,elon,north carolina,https://www.abss.k12.nc.us/o/wahs,https://www.abss.k12.nc.us/o/wahs/staff
180,walter m williams high school,burlington,north carolina,https://www.abss.k12.nc.us/o/wwhs,https://www.abss.k12.nc.us/o/wwhs/staff
181,academia avance charter,highland park,california,https://www.academiaavance.org/,https://www.academiaavance.org/apps/pages/index.jsp?uREC_ID=3788297&type=d&pREC_ID=2450166
182,acad for college prep and career exp,brooklyn,new york,https://www.academyforcollegeprep.com/,https://www.academyforcollegeprep.com/apps/staff/
183,academy of tucson high school,tucson,arizona,https://www.academyoftucson.com/highschool_home.aspx,https://www.academyoftucson.com/Faculty.aspx
184,crowley high school,crowley,louisiana,https://www.acadia.k12.la.us/o/chs,https://www.acadia.k12.la.us/o/chs/staff
185,acalanes high school,lafayette,california,https://www.acalanes.k12.ca.us/,https://www.acalanes.k12.ca.us/domain/64
186,atlantic city high school,atlantic city,new jersey,https://www.acboe.org/Domain/8,https://www.acboe.org/site/default.aspx?PageType=14&DomainID=994&PageID=5409&ModuleInstanceID=6017&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
187,academy for college and career exploration,baltimore,maryland,https://www.acce427.org/,https://www.baltimorecityschools.org/schools/427
188,acceleration day and evening academy,mobile,alabama,https://www.accelacademymobile.com/,https://www.accelacademymobile.com/
189,acceleration academy,north las vegas,nevada,https://www.accelerationacademy.org/clarkcounty,http://ccsd.net/schools/contact-information/0716
190,central catholic high school,allentown,pennsylvania,https://www.acchs.info/,https://www.acchs.info/staff-directory
191,adams central high school,monroe,indiana,https://www.accs.k12.in.us/page/mshs,https://www.accs.k12.in.us/page/staff
192,ace charter high school,san jose,california,https://www.acecharter.org/our-story/ace-charter-high-school/,https://www.acecharterhigh.org/apps/staff/
193,architecture construction and engineering charter high school,camarillo,california,https://www.acecharterhigh.org/,https://www.acecharterhigh.org/apps/staff/
194,academy of career education charter school,reno,nevada,https://www.acehighschool.org/,https://www.washoeschools.net/site/default.aspx?PageType=3&ModuleInstanceID=9445&ViewID=ed695a1c-ef13-4546-b4eb-4fefcdd4f389&RenderLoc=0&FlexDataID=10358&PageID=4344
195,chase collegiate school,waterbury,connecticut,https://www.aces.org/schools-programs/magnet-schools/aces-at-chase/,https://www.chasecollegiate.org/explore-chase/meet-staff
196,acgc secondary,corfu,new york,https://www.acgc.k12.mn.us/,https://support.google.com/websearch/answer/134479?hl=en&sa=X&ved=2ahUKEwi5uLiByJaAAxX1ATQIHUQRCQQQjfsDegQIBBAC
197,achievement first bridgeport academy,bridgeport,connecticut,https://www.achievementfirst.org/school/achievement-first-bridgeport-academy-middle-school/,https://www.achievementfirst.org/school/achievement-first-bridgeport-academy-elementary-school/
198,achievement first brownsville charter school,brooklyn,new york,https://www.achievementfirst.org/school/achievement-first-brooklyn-high-school/,https://www.schools.nyc.gov/schools/K626
199,achievement first crown heights charter school,brooklyn,new york,https://www.achievementfirst.org/school/achievement-first-brooklyn-high-school/?utm_source=google&utm_medium=listing&utm_campaign=brooklyn_highschool,https://www.schools.nyc.gov/schools/K356
200,achievement first east new york charter school,brooklyn,new york,https://www.achievementfirst.org/school/achievement-first-east-brooklyn-high-school/,https://www.schools.nyc.gov/schools/K358
201,bowman charter,auburn,california,https://www.ackerman.k12.ca.us/,https://www.ackerman.k12.ca.us/school/staff-and-faculty
202,ascension christian academy,gonzales,louisiana,https://www.aclions.org/,https://www.aclions.org/227104_2
203,ridge spring monetta high school,monetta,south carolina,https://www.acpsd.net/Domain/17,https://www.acpsd.net/Page/22648
204,midland valley high school,graniteville,south carolina,https://www.acpsd.net/MVHS,https://www.acpsd.net/site/Default.aspx?PageType=1&SiteID=21&ChannelID=1936&DirectoryType=6
205,silver bluff high school,aiken,south carolina,https://www.acpsd.net/SBHS,https://www.acpsd.net/site/Default.aspx?PageType=1&SiteID=22&ChannelID=1937&DirectoryType=6
206,wagener salley high school,wagener,south carolina,https://www.acpsd.net/WSHS,https://www.acpsd.net/domain/3757
207,center for career and technology education,cresaptown,maryland,https://www.acpsmd.org/site/default.aspx?DomainID=710,https://www.acpsmd.org/domain/728
208,annville cleona high school,annville,pennsylvania,https://www.acschools.org/Domain/8,https://www.acschools.org/staff
209,algonac high school,clay,michigan,https://www.acsk12.us/schools/algonac_jr_sr_high/index.php,https://www.acsk12.us/schools/algonac_jr_sr_high/staff_directory_websites.php
210,ada borup secondary,ada,minnesota,https://www.ada.k12.mn.us/,https://www.ada.k12.mn.us/o/ada-borup-high-school/staff
211,ada high school,ada,ohio,https://www.ada.k12.oh.us/1/Home,https://www.ada.k12.oh.us/staff
212,addenbrooke classical academy,lakewood,colorado,https://www.addenbrooke.org/,https://www.addenbrooke.org/Faculty
213,addison high school,addison,new york,https://www.addisoncsd.org/site/default.aspx?PageType=2&PageModuleInstanceID=447&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&RenderLoc=0&FlexDataID=0&Filter=Site%3AHigh%20School,https://www.addisoncsd.org/domain/39
214,addison high school,addison,michigan,https://www.addisonschools.org/schools/high-school/,https://www.addisonschools.org/schools/high-school/staff/administration/
215,the adelson educational campus las vegas,las vegas,nevada,https://www.adelsoncampus.org/,https://www.adelsoncampus.org/apps/staff/
216,adena high school,frankfort,ohio,https://www.adena.k12.oh.us/,https://www.adena.k12.oh.us/o/adena-local-schools/staff
217,adel desoto minburn adm high school,adel,iowa,https://www.admschools.org/schools/adm-high-school/,https://www.admschools.org/directory/
218,adrian high school,adrian,michigan,https://www.adrianmaples.org/schools/adrian-high-school.php,https://www.adrianmaples.org/schools/adrian-high-school.php
219,advance high,advance,missouri,https://www.advancehornets.org/,https://www.advancehornets.org/staff
220,allen east high school,harrod,ohio,https://www.ae.k12.oh.us/,https://www.alleneastschools.org/district/staffdirectory
221,auburn high school,auburn,new york,https://www.aecsd.education/highschool,https://www.aecsd.education/getstaff.cfm
222,alfred e smith career and technical high school,bronx,new york,https://www.aesmithhs.org/,https://www.aesmithhs.org/updates/smith-staff
223,air force acad high school,chicago,illinois,https://www.afahs.org/,https://www.afahs.org/apps/staff/
224,adams friendship high school,adams,wisconsin,https://www.afasd.net/schools/high/,https://www.afasd.net/district/staff-directory.cfm
225,ash fork high school,ash fork,arizona,https://www.afjusd.org/,https://www.afjusd.org/staff
226,afsa high school,vadnais heights,minnesota,https://www.afsahighschool.com/,https://www.afsahighschool.com/domain/60
227,academy for software engineering,new york,new york,https://www.afsenyc.org/,https://www.afsenyc.org/apps/staff/
228,agape christian high school,marion,illinois,https://www.agapechristianhighschool.com,https://www.zoominfo.com/pic/agape-christian-high-school/415134291
229,carter g woodson public charter,fresno,california,https://www.agapeschools.org/carter-g-woodson-public-charter-school.html,https://www.cde.ca.gov/schooldirectory/details?cdscode=10621661030840
230,albert gallatin area senior high school,uniontown,pennsylvania,https://www.agasd.org/albertgallatinhighschool_home.aspx,https://www.agasd.org/FacultyandStaff.aspx
231,agawam high,agawam,massachusetts,https://www.agawamed.org/o/ahs,https://www.agawamed.org/o/ahs/staff
